title,link,date,category,Agency
Worcester-Based Dentist And Practice Indicted In $2 Million Medicaid Fraud And Larceny Scheme,https://oig.hhs.gov/fraud/enforcement/worcester-based-dentist-and-practice-indicted-in-2-million-medicaid-fraud-and-larceny-scheme/,"June 17, 2024",State Enforcement Agencies,State of Massachusetts
Attorney General Paxton’s Medicaid Fraud Control Unit Takes Down $70 Million Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/attorney-general-paxtons-medicaid-fraud-control-unit-takes-down-70-million-health-care-fraud-scheme/,"June 17, 2024",State Enforcement Agencies,State of Texas
"U.S. Attorney Announces Two Additional Civil Settlements As Part Of National Effort To Combat Electronic Stimulation Fraudulent Billing Scheme And Recover Millions, And Enforcement Action Of One Of The Settlements",https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-two-additional-civil-settlements-as-part-of-national-effort-to-combat-electronic-stimulation-fraudulent-billing-scheme-and-recover-millions-and-enforcement-action-of-one-of-the-settlements/,"June 14, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Pennsylvania"
"Acadian Ambulance Service of Texas Agreed to Pay $196,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/acadian-ambulance-service-of-texas-agreed-to-pay-196000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"June 14, 2024",Fraud Self-Disclosures,
U.S. Attorney Files Civil Fraud Suit Against LabQ And Its CEO For Fraudulently Billing COVID-19 Testing,https://oig.hhs.gov/fraud/enforcement/us-attorney-files-civil-fraud-suit-against-labq-and-its-ceo-for-fraudulently-billing-covid-19-testing/,"June 13, 2024",COVID-19Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of New York"
"Behavioral Health Companies, CEO, Pay Nearly $4.6 Million To Settle Allegations Related To Telehealth Services For Nursing Home Residents",https://oig.hhs.gov/fraud/enforcement/behavioral-health-companies-ceo-pay-nearly-46-million-to-settle-allegations-related-to-telehealth-services-for-nursing-home-residents/,"June 13, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Connecticut"
Former Nurse Sentenced For Adulteration Of Fentanyl,https://oig.hhs.gov/fraud/enforcement/former-nurse-sentenced-for-adulteration-of-fentanyl/,"June 13, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Money Launderer Sentenced To 30 Months In Prison For Laundering Millions Of Dollars Of Health Care Fraud Proceeds,https://oig.hhs.gov/fraud/enforcement/money-launderer-sentenced-to-30-months-in-prison-for-laundering-millions-of-dollars-of-health-care-fraud-proceeds/,"June 13, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of New York"
DOJ And Evergreen Treatment Services Settle Allegations Regarding Double Billing Of Government Health Programs,https://oig.hhs.gov/fraud/enforcement/doj-and-evergreen-treatment-services-settle-allegations-regarding-double-billing-of-government-health-programs/,"June 13, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Western District of Washington"
Founder/CEO And Clinical President Of Digital Health Company Arrested For $100M Adderall Distribution And Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/founderceo-and-clinical-president-of-digital-health-company-arrested-for-100m-adderall-distribution-and-health-care-fraud-scheme/,"June 13, 2024",Criminal and Civil Actions,"U.S. Department of Justice and U.S. Attorney's Office, Northern District of California"
"Citizen Advocates Agreed to Pay $58,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Without Proper Supervision",https://oig.hhs.gov/fraud/enforcement/citizen-advocates-agreed-to-pay-58000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-without-proper-supervision/,"June 13, 2024",Fraud Self-Disclosures,
"NHS Management Agreed to Pay $265,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",https://oig.hhs.gov/fraud/enforcement/nhs-management-agreed-to-pay-265000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/,"June 13, 2024",Fraud Self-Disclosures,
Pharmacy Owner Sentenced For $1M Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-for-1m-health-care-fraud-scheme/,"June 12, 2024",Criminal and Civil Actions,U.S. Department of Justice
United States Reaches $1.2 Million Civil Settlement With Festus Pain Management Doctor Over Allegations Of False Claims To Federal Health Care Programs,https://oig.hhs.gov/fraud/enforcement/united-states-reaches-12-million-civil-settlement-with-festus-pain-management-doctor-over-allegations-of-false-claims-to-federal-health-care-programs/,"June 11, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Missouri"
Eight Defendants Charged With Multi-Million Dollar Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/eight-defendants-charged-with-multi-million-dollar-health-care-fraud-scheme/,"June 11, 2024",Criminal and Civil Actions,"U.S. Attorney’s Office, Eastern District of New York"
Two Individuals Plead Guilty To Health Care Fraud Conspiracy,https://oig.hhs.gov/fraud/enforcement/two-individuals-plead-guilty-to-health-care-fraud-conspiracy/,"June 10, 2024",Criminal and Civil Actions,U.S. Attorney’s Office; Northern District of Alabama
Pharmacist Convicted Of Unlawfully Dispensing Controlled Substances At Retrial,https://oig.hhs.gov/fraud/enforcement/pharmacist-convicted-of-unlawfully-dispensing-controlled-substances-at-retrial/,"June 10, 2024",Criminal and Civil Actions,U.S. Department of Justice
AG Campbell Announces $4 Million Settlement With Nursing Home Chain For Significant Staffing And Care Failures Resulting In Resident Neglect,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-4-million-settlement-with-nursing-home-chain-for-significant-staffing-and-care-failures-resulting-in-resident-neglect/,"June 10, 2024",State Enforcement Agencies,State of Massachusetts
CityMD Agrees To Pay Over $12M For Alleged False Claims To The COVID-19 Uninsured Program,https://oig.hhs.gov/fraud/enforcement/citymd-agrees-to-pay-over-12m-for-alleged-false-claims-to-the-covid-19-uninsured-program/,"June 7, 2024",COVID-19Criminal and Civil Actions,U.S. Department of Justice
Wellesley Psychiatrist Sentenced To Over Eight Years In Prison For $19 Million Insurance Fraud Scheme; Billed Insurance Companies For Thousands Of Services He Never Provided,https://oig.hhs.gov/fraud/enforcement/wellesley-psychiatrist-sentenced-to-over-eight-years-in-prison-for-19-million-insurance-fraud-scheme-billed-insurance-companies-for-thousands-of-services-he-never-provided/,"June 7, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Five Individuals Arrested For Defrauding Medicare Of Over $15M Through Sham Hospices And Money Laundering,https://oig.hhs.gov/fraud/enforcement/five-individuals-arrested-for-defrauding-medicare-of-over-15m-through-sham-hospices-and-money-laundering/,"June 7, 2024",Criminal and Civil Actions,U.S. Department of Justice
Former Fresno Sleep Clinic Owner Sentenced To 46 Months In Prison For Submitting Over $1.5 Million In Fraudulent Claims For Sleep Studies To Medicare And Medi-Cal,https://oig.hhs.gov/fraud/enforcement/former-fresno-sleep-clinic-owner-sentenced-to-46-months-in-prison-for-submitting-over-15-million-in-fraudulent-claims-for-sleep-studies-to-medicare-and-medi-cal/,"June 6, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of California"
Queens And Brooklyn-Based Eye Doctor Settles Health Care Fraud Claims For More Than $2.4 Million,https://oig.hhs.gov/fraud/enforcement/queens-and-brooklyn-based-eye-doctor-settles-health-care-fraud-claims-for-more-than-24-million/,"June 6, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of New York"
"Bridgeport Hospital and Northeast Medical Group Agreed to Pay $10.7 Million for Allegedly Paying Remuneration in the Form of Medical Director Services, Management Services, Physician Assistant Services, and Free Staff",https://oig.hhs.gov/fraud/enforcement/bridgeport-hospital-and-northeast-medical-group-agreed-to-pay-107-million-for-allegedly-paying-remuneration-in-the-form-of-medical-director-services-management-services-physician-assistant-services-and-free-staff/,"June 6, 2024",Fraud Self-Disclosures,
"MedPro EMS Agreed to Pay $266,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/medpro-ems-agreed-to-pay-266000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/,"June 6, 2024",Fraud Self-Disclosures,
"South Coast Retina Center Agreed to Pay $609,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Above Fair Market Value Space, Equipment and Staff Lease Payments",https://oig.hhs.gov/fraud/enforcement/south-coast-retina-center-agreed-to-pay-609000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-above-fair-market-value-space-equipment-and-staff-lease-payments/,"June 6, 2024",Fraud Self-Disclosures,
"The Estates of St. Louis Agreed to Pay $300,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/the-estates-of-st-louis-agreed-to-pay-300000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"June 5, 2024",CMP and Affirmative Exclusions,
Macon Resident Pleads Guilty To Obstructing Justice In Civil Investigation,https://oig.hhs.gov/fraud/enforcement/macon-resident-pleads-guilty-to-obstructing-justice-in-civil-investigation/,"June 5, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Middle District of Georgia"
Pharmacy Owner And Physician Charged With Illegally Diverting Oxycodone For Cash,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-and-physician-charged-with-illegally-diverting-oxycodone-for-cash/,"June 5, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of New York"
Chronic Disease Management Provider To Pay $14.9M To Resolve Alleged False Claims,https://oig.hhs.gov/fraud/enforcement/chronic-disease-management-provider-to-pay-149m-to-resolve-alleged-false-claims/,"June 5, 2024",Criminal and Civil Actions,U.S. Department of Justice
"Chronic Disease Health Care Provider To Pay Florida Medicaid Nearly $600,000 For False Claims Act Violations",https://oig.hhs.gov/fraud/enforcement/chronic-disease-health-care-provider-to-pay-florida-medicaid-nearly-600000-for-false-claims-act-violations/,"June 5, 2024",State Enforcement Agencies,State of Florida
"Dr. Gabriel Gonzalez Carabello Agreed to Pay $351,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of a Space Lease Arrangement, Salaries, and Supplies",https://oig.hhs.gov/fraud/enforcement/dr-gabriel-gonzalez-carabello-agreed-to-pay-351000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-the-form-of-a-space-lease-arrangement-salaries-and-supplies/,"June 4, 2024",Fraud Self-Disclosures,
"Lorien Health Services Agreed to Pay $55,000 for Allegedly Violating the Civil Monetary Penalties Law by Retaining Overpayments",https://oig.hhs.gov/fraud/enforcement/lorien-health-services-agreed-to-pay-55000-for-allegedly-violating-the-civil-monetary-penalties-law-by-retaining-overpayments/,"June 4, 2024",Fraud Self-Disclosures,
"Aleca Home Health Agreed to Pay $94,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals",https://oig.hhs.gov/fraud/enforcement/aleca-home-health-agreed-to-pay-94000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-unlicensed-individuals/,"June 3, 2024",Fraud Self-Disclosures,
"Massachusetts Surgeon To Pay $200,000 To Resolve Allegations Of Soliciting And Receiving Illegal Kickbacks",https://oig.hhs.gov/fraud/enforcement/massachusetts-surgeon-to-pay-200000-to-resolve-allegations-of-soliciting-and-receiving-illegal-kickbacks/,"May 31, 2024",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Pharmacy Owner Sentenced For Paying Illegal Kickbacks And Engaging In A Money Laundering Conspiracy,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-for-paying-illegal-kickbacks-and-engaging-in-a-money-laundering-conspiracy/,"May 31, 2024",Criminal and Civil Actions,U.S. Department of Justice
"Dermatology and Laser Center of Charleston Agreed to Pay $426,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Not Provided as Claimed",https://oig.hhs.gov/fraud/enforcement/dermatology-and-laser-center-of-charleston-agreed-to-pay-426000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-not-provided-as-claimed/,"May 31, 2024",Fraud Self-Disclosures,
Florida Felon Sentenced to Prison for Role in Multi-Million Dollar Health Care Kickback Scheme After Pleading Guilty to COVID-19 Fraud and Unlawfully Possessing Firearm,https://oig.hhs.gov/fraud/enforcement/florida-felon-sentenced-to-prison-for-role-in-multi-million-dollar-health-care-kickback-scheme-after-pleading-guilty-to-covid-19-fraud-and-unlawfully-possessing-firearm/,"May 30, 2024",COVID-19Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of Florida"
Attorney General Ken Paxton Secures 84-Month Prison Sentence for Clinic Owner in $15 Million Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/attorney-general-ken-paxton-secures-84-month-prison-sentence-for-clinic-owner-in-15-million-medicare-fraud-scheme/,"May 30, 2024",State Enforcement Agencies,State of Texas
